0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.8306659,0.2842894,0.0,0.30431107,0.16179055,0.5766184,0.0,0.0,0.0,0.0,0.7132727,1.2743965,0.0,0.0,0.066739045,0.15995875,0.9341428,1.1503686,0.9377153,0.0021931152,0.0,0.04663557,0.0,0.29635257,0.6145008,0.0,0.0,0.037154045,0.5082058,0.31260565
0.3974324,0.0,0.5694427,0.0,0.0,0.0,0.0,0.512283,0.0,0.0,0.6337065,0.0,0.39012098,0.81011695,0.4586836,0.22840093,0.0,0.0,0.49737442,0.09664446,0.0,0.5236515,1.3471104,0.0,0.0,0.94054544,0.0,0.6543563,0.0,0.14389616,0.8544313,0.9054771
0.0,0.0,0.83352995,0.0,0.033006143,0.018218003,0.0,0.0,0.0,0.28226554,0.0,0.0,0.33693638,0.0,0.0,0.5495796,0.31593424,0.0,0.2724002,0.0,1.0539385,0.0,0.35675064,0.0,0.0,0.9707323,0.2467195,0.14102608,0.33924118,0.0,1.0015445,0.42539892
0.20342004,0.0,0.728818,0.0,0.9160222,0.0,1.4137135,0.26892453,0.0,0.0,0.0,0.0,0.4282234,0.19849145,0.0,1.0039048,0.0,0.0,0.19214611,0.0,0.0,0.0,0.91389203,0.9286853,0.0,1.0278106,0.0,0.0,1.9601908,0.07152883,0.5550704,1.0487059
0.0,0.0,0.68016994,0.0,0.0,0.23627865,0.0,0.52709574,0.0,0.0,0.3239397,0.0,0.6911913,1.1916145,0.0,0.0,0.18597493,0.14942601,0.7710049,0.903326,0.8672483,0.28943172,0.0,0.039428107,0.0,0.42916316,0.6570956,0.0,0.0,0.026708782,0.4915441,0.46603602
0.26184455,0.20745257,0.41288573,0.03763115,0.0,0.73455554,0.0,0.0,0.22646831,0.13786252,0.0,0.0,0.443467,0.0,0.19454493,0.41485962,0.81647235,0.0,0.0,0.0,1.3305475,0.0,0.5449718,0.0,0.0,0.96226984,0.67426515,0.0,0.0,0.54763365,0.6080673,0.006728433
0.58377403,0.7192565,0.28156617,0.66250116,0.5928757,0.20137012,0.1046481,0.7073572,0.0,0.5987074,0.0,0.0,0.0,0.040236395,0.049991224,0.0,0.03890531,0.0,0.08646773,0.0,0.0,0.19797426,0.39159963,0.40575576,0.0,0.7500835,0.31180704,0.7259445,0.370356,0.45330292,0.24691339,0.40271342
0.73726827,0.26022545,0.72692895,0.0,0.0,0.64523244,0.0,0.59006536,0.08522503,0.0,0.0,0.14859383,0.4472443,0.2919364,0.8899148,0.41044834,0.0,0.74487054,0.00616052,0.0,0.3727123,0.14681086,0.2752118,0.0,0.0,0.50522923,0.11851363,0.0,0.0,0.31974193,0.26104394,0.0
0.6184498,0.0,0.024976842,0.0,0.0,0.6832382,0.1543991,1.2828255,0.0,0.0,0.5193223,0.71755457,0.62934846,0.0,0.34858578,0.036086,0.0,0.40426117,0.0008993782,0.0,0.6540205,0.2632709,0.0,0.0,0.0,0.5537197,0.0,0.0,0.0,0.07735835,1.2054445,0.59920686
0.82672435,0.31307778,0.39636263,0.0,0.0,0.7546329,0.0,0.0,0.2653998,0.0,0.0,0.0,0.34647796,0.0,0.6908238,0.20188195,0.5172835,0.19468412,0.22166422,0.0,0.7256566,0.020708337,0.5614832,0.0,0.0,0.831895,0.5376882,0.0,0.0,0.1571511,0.38957036,0.0
0.0,0.12649691,0.20269063,0.46223104,0.2666766,1.0331779,0.0,1.2001222,0.0,0.024110988,0.0,0.39687505,0.756171,0.23754388,0.19091195,0.0,0.22641815,0.19388323,0.17965373,0.35551348,1.0612307,0.42145005,0.13000605,0.0,0.0,0.006086044,0.39158544,0.025337432,0.0,0.15169416,0.59700996,0.61734104
0.605178,0.6520204,0.0,0.0,0.348754,1.165308,0.11118239,1.1322888,0.0,0.0,0.30378592,0.0,0.0227503,0.0,0.9446951,0.0,0.18228412,0.34251043,0.075541124,0.57821965,0.51993567,0.7333748,0.9463583,0.0,0.0,0.7904781,0.0,0.0,0.0,0.0,0.9984584,0.7414716
0.7692773,0.0,1.0537928,0.0,1.1200657,0.0,0.34724322,0.554931,0.0,0.37448215,0.0,0.0,0.10232626,0.8018299,0.0,0.0,0.0,0.0,0.6662208,0.6152475,0.12935472,0.12490967,0.8599005,0.32974216,0.0,1.9565395,0.2522505,0.9002453,0.29125986,0.22460955,0.14376847,1.0280244
0.0,0.29486555,0.45257273,0.44527975,0.0,0.80752367,0.0,0.4475826,0.0,0.0,0.0,0.33545208,0.33608282,0.0,0.20857441,0.0,0.5071888,0.2512769,0.0,0.028381526,0.17789158,0.32478377,0.22734168,0.0,0.0,0.08996296,0.73371553,0.17954719,0.0,0.46166155,0.51692814,0.7251825
0.0,0.1330177,0.43935767,0.0,1.4591142,0.12579826,0.5806751,0.87798136,0.0,0.9109757,0.0,0.0,0.1056165,0.0,0.299994,0.46604493,0.0,0.7604551,0.0,0.0,0.08438174,0.0,0.3362787,0.0,0.0,1.1638931,0.0,0.66942936,1.0555732,0.0,0.2403874,0.36964288
1.0685544,0.02582809,1.059113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94394886,0.0,0.16536662,0.0,0.7589633,0.3307818,0.0,0.4825969,2.4849834,0.09923026,0.0,1.5140135,0.0,0.874893,0.0,0.65444344,1.4336833,1.0915939
0.0,0.9693372,0.41879812,0.0,0.0,0.4767727,0.0,0.5972588,0.0,0.0,0.0,0.0,0.0,0.0,0.94404674,0.11352146,0.29457843,0.0,0.0,0.006492426,0.0,1.0354167,2.2474997,0.5767088,0.0,0.7815295,0.0,0.0,0.82370836,0.88509804,1.5872654,1.5822119
0.0,0.0,0.509431,0.53307456,0.0,0.4411637,0.0,0.3620592,0.0,0.0,0.029268214,0.29711503,0.6538045,0.5239973,0.29666114,0.0,0.8341814,0.0,0.09937352,0.45282808,0.7806302,0.0,0.17712161,0.0,0.0,0.572953,0.8918228,0.14593616,0.0,0.0,0.20017883,0.6325761
0.7072968,0.30807203,0.5855414,0.0,0.0,0.34295306,0.0,0.25685102,0.13410185,0.0,0.0,0.0,0.36359426,0.34296477,0.2375679,0.15132031,0.54612684,0.25368348,0.1538774,0.0,0.36568588,0.06526977,0.019451428,0.0,0.0,0.49200046,0.44004637,0.0,0.0,0.45740598,0.0,0.046214417
0.52663946,0.021485038,0.7449884,0.0,0.0029499363,0.0,0.023211904,0.26807845,0.0,0.0,0.0,0.14789549,0.2540273,0.24261512,0.6118851,0.38801965,0.0,0.016188256,0.0,0.0,0.0,0.00088689616,1.2175509,0.07378168,0.0,0.7132048,0.0,0.14360079,0.17491336,0.32453024,0.7907545,0.4269267
1.0814753,0.0,0.9196291,0.0,0.0,0.0,0.0,0.0,0.08566649,0.0,0.0,0.21992539,0.40711635,0.0,0.75775933,0.0,0.23116058,0.0,0.21859455,0.0,0.8515858,0.06537007,2.1600862,0.17822824,0.0,1.8720555,0.116849944,0.07279724,0.0,0.012564398,1.0633299,1.0438797
0.17241855,0.0,0.98930883,0.84048194,0.85422564,0.0,0.31315246,1.1626391,0.0,0.13943757,0.7053432,0.0,0.7386527,1.7089337,0.0,0.0,0.3909417,0.0,0.6257623,0.44458774,0.2569424,0.0,0.0,0.012892302,0.0,1.6536996,0.553655,0.76374745,0.51384383,0.71773356,0.0,0.5822404
0.32142693,0.0,0.9754394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37930468,0.73323965,0.22012052,0.0,0.0,0.0,0.26367903,0.06949831,0.008630693,0.28084704,1.2681881,0.28037372,0.0,1.3192043,0.10702644,0.0,0.22974662,0.033556145,0.28497365,1.001935
0.0,0.0,0.25323647,0.0,0.0,0.596889,0.0,0.0,0.22891138,0.0,0.0,0.0,0.01633494,0.0,0.0,0.41658607,0.8244194,0.0,0.17104544,0.18057045,0.7240213,0.0,0.0,0.0,0.0,0.6984924,0.64838815,0.0,0.0,0.34610432,0.084138624,0.19587415
0.46357664,0.4033131,0.32411954,0.168236,0.1958341,1.7055675,0.0,0.70524377,0.11640416,0.0407971,0.0,0.718395,0.1643148,0.0,0.4427837,0.0,1.4860971,0.19087648,0.0,0.4773422,1.3169614,0.0,0.18401772,0.0,0.0,1.1628929,1.0609552,0.0,0.0,0.52787215,1.5164142,1.197321
0.7412203,0.0,1.0306852,0.0,0.0,0.0,0.0,0.0,0.003134165,0.0,0.0,0.0,0.0,0.0,0.17683624,0.0,0.0,0.0,0.71261954,0.29040214,0.0,0.110513985,1.4774384,0.0,0.0,1.4561446,0.0,0.14937958,0.0,0.32794586,0.76640666,1.0603551
1.1817077,0.09697999,0.5587122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047949903,0.0,0.0,0.95496744,0.10411424,0.0,0.0,0.13316691,0.0,0.0,0.23108417,1.9694011,0.0,0.0,1.3074771,0.0,0.29196018,0.0,0.24723417,1.1344347,0.38602465
0.49701318,0.0,0.31721404,0.17393874,0.09940004,0.74935555,0.0,1.1009306,0.0,0.0,0.73822236,0.92711073,0.926323,0.5711217,0.2851676,0.18580912,0.27431616,0.39776373,0.23193128,0.012925733,0.8432773,0.1382755,0.032537878,0.0,0.0,0.9061723,0.46061394,0.0,0.0,0.25319874,1.0410346,0.6146507
0.27009627,0.12725464,0.11677335,0.0,0.0,0.7767433,0.20983088,0.39820683,0.0,0.10901536,0.31562734,0.0,0.47437924,0.0,0.49989104,0.39201188,0.0,0.09174041,0.55683106,0.0,0.8573471,0.33201244,0.14231354,0.03277475,0.0,0.5425781,0.40688455,0.2073011,0.0,0.14329186,0.7757967,0.16267815
