0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.5016202,0.24043182,0.40356168,0.27260453,0.63930225,0.0,0.89294016,0.7082846,0.0,0.007967558,0.0,0.007666599,0.0,0.0,0.771621,0.0,0.54187906,0.0,0.0,0.0,0.42035958,0.15083052,0.0,0.0056480467,0.50659287,0.5221467,0.24366255,0.0,0.1677728,0.0,0.0,1.0982667
0.36689106,0.043166917,0.084338784,0.0,0.79706264,0.0,0.75638396,1.2123489,0.005775082,0.5643283,0.7547453,1.0829308,0.5032134,0.0,0.24824393,0.0,0.066717215,0.16944014,0.14249045,0.0,0.0,0.0,0.0,0.0,0.0,0.79373044,0.17214906,0.3423699,0.0,0.0,0.18602559,1.0099083
0.0,0.0,0.0,0.04345818,0.5974165,0.0,0.7809848,0.23127177,0.05945453,0.0031058453,0.048264734,0.374471,0.4040352,0.0,0.45223752,0.0,0.0,0.16218327,0.22542104,0.0,0.4871824,0.5619439,0.0,0.0,0.6287076,0.7133155,0.0,0.0,0.31802416,0.0,0.0,0.7413078
1.8678759,1.1052692,1.1755959,0.0,0.9121012,0.07445128,0.4896444,0.2721723,1.3991014,0.48341626,0.0,0.36962366,0.0,0.0,1.9153496,0.0,0.0,0.0,0.011711076,0.0,0.0,0.0,0.0,0.8857299,0.4650548,0.7409474,0.0,0.0,0.0,0.0,0.10007468,0.5186957
0.23221551,0.07890793,0.32313308,0.34383494,0.4524959,0.0,1.0089073,0.67062676,0.0,0.25783303,0.0,0.18808329,0.0,0.0,0.5283062,0.0,0.3081261,0.0,0.0,0.0,0.35960636,0.6155889,0.0,0.0,0.33169585,0.40884256,0.30322394,0.0,0.28780305,0.0,0.0,0.79085094
0.6126075,0.0,0.0,0.64661396,0.3231098,0.05788982,0.14705363,0.13383777,0.0,0.0,0.2716255,0.0,0.115434244,0.0,0.43476343,0.016754784,0.0,0.0,0.12877744,0.0,0.8705568,0.16597302,0.0,0.0,0.53915215,0.09942478,0.0,0.0,0.34688216,0.0,0.6718545,1.4385684
1.242037,0.287562,0.28364524,0.0,0.0,0.0,0.0,0.0,0.42203382,0.0,0.53332955,0.2549823,0.22486636,0.0,0.93923515,0.029581722,0.0,0.5043004,0.0528607,0.0,0.103618056,0.0,0.0,0.23711707,0.47946948,1.1333694,0.0,0.56391644,0.0,0.0,0.0,0.39290297
0.1436021,0.0,0.0,0.5054072,0.5002902,0.14174105,0.81256473,0.2947292,0.22191058,0.0,0.45786074,0.39421088,0.38262236,0.0,0.7272673,0.11846184,0.0,0.0,0.110138975,0.0,0.51720494,0.39737982,0.0,0.0,0.8094137,0.0,0.0,0.12299929,0.7576739,0.0,0.6639979,1.1195987
0.44000852,0.551937,0.6146481,0.34328333,0.4945868,0.14051941,0.19236964,0.7319704,0.1854275,0.45330015,0.0,0.17234148,0.6166345,0.0,0.43743443,0.0,0.0,0.43881217,0.26861912,0.0,0.0,0.0,0.0,0.0,0.24073224,0.0,0.10086418,0.5163623,0.48552066,0.0,0.5111171,0.8763501
0.47822702,0.03430271,0.0,0.67738664,0.35733065,0.0,0.40044698,0.14314426,0.0,0.0,0.2747766,0.17817411,0.2733821,0.0,0.24423853,0.5259109,0.0,0.0,0.34257463,0.0,0.75768214,0.6022016,0.0,0.0,0.49197137,0.08674596,0.0,0.43545306,0.86131,0.0,0.29930303,1.446896
0.6999276,0.22140272,0.7230018,0.110181406,0.32956755,0.092384,0.0,0.40052542,0.61979735,0.0,0.081898406,0.0,0.0,0.0,0.692145,0.0,0.0,0.0,0.0,0.19228084,0.7627562,0.0,0.0,0.0,0.9088756,0.1499604,0.31379503,0.0,0.0,0.0,0.3709566,0.94414556
0.9515059,0.6599422,0.85374326,0.52002764,0.14619914,0.4745259,0.009665687,1.1167789,0.0361816,0.0,0.1797261,0.4509187,0.41365832,0.0,0.6197465,0.0,0.0,0.1556825,0.39119446,0.0,0.4323918,0.0,0.0,0.0,0.3669231,0.43565056,0.0,0.18494421,0.35871184,0.0,0.12428653,1.2962378
