month,weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,monthclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,fraudfound_p,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy,avg_speed_kmph,max_speed_kmph,hard_brakes_per_trip,rapid_acceleration_events,trip_duration_minutes,distance_km,night_driving_ratio,urban_driving_ratio,harsh_cornering_events,idle_time_minutes,speeding_risk,speed_volatility,harsh_braking_risk,harsh_acceleration_risk,harsh_cornering_risk,harsh_driving_index,high_night_driving,high_urban_driving,fast_claim,high_claim_history,claim_driving_risk,fraud_risk_score
1,-0.6124734283092464,2,13,1,7,12,-0.5511738259047975,1,1,0.4554047462972662,0,-0.2188449238500402,-0.7389676093338408,-0.1588205477900497,0,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-1.1479877769402458,1.0531007401917458,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,0.6875491361674735,3,-0.2577393454619548,1994,1,-0.4304931165222121,0.4945877624522048,1.1663786464203227,-0.0074766245568254,1.5411278865118982,1.0638695791377382,1.298017738571298,0.496130413561585,0.6887617189580283,0.2485350850972194,0.0,1.9763815733861023,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,0.9944641294112188,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.58579564
6,0.1641992908131698,6,17,1,6,6,0.2430603947710248,0,1,0.9001147270606108,0,0.620813878281739,1.1168761261592903,-0.7030456248839536,0,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,-1.1479877769402458,-0.7010243922691474,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1995,2,2.818802942335188,2.4485816488771417,0.5859184647904575,-0.5087355404970364,0.194028399719957,1.476820371015997,0.7642199713572118,-1.4284155547682005,-1.4063275182196668,-1.410465395825018,0.0,-0.1684441026763561,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.052806128
0,-1.3891461474316629,1,6,1,1,1,-0.5511738259047975,1,1,1.7895346885873,0,-0.2188449238500402,-0.7389676093338408,-0.1588205477900497,0,-0.1752981807308278,0.4575525162587854,0.1031245422354971,0.0697648264854939,0.617618798006751,1.0531007401917458,1.5102545116628927,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,1,0.4735278304983639,0.1188907414768909,1.746838828050188,-2.0125122883176694,-1.1499029645050336,-0.9319466431098358,0.7425393103578062,0.8555197628943005,0.6887617189580283,-0.0530526694091676,0.0,-0.6850975794651621,3.3194436517952064,-0.5242152108643809,-0.134501245246764,-0.0064259479676072,1.0100374020389646,1.139325499207562,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.36338493
1,-1.3891461474316629,6,6,1,1,2,-1.3454080465806195,1,2,-1.323435176756112,0,2.300131482545297,1.1168761261592903,2.0180797605855654,0,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,-0.5594522519579135,-0.7010243922691474,-1.3553589955622354,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1994,1,-0.1050507841595533,0.4438783540031702,-0.5750018984692733,-0.0074766245568254,-0.2445220231310018,-0.2553808069365057,0.6932135106121439,1.546559920415663,-0.0096013601012034,1.3072156259153054,0.0,1.208131599144171,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.745747
0,-1.3891461474316629,2,15,1,7,1,-0.5511738259047975,1,1,1.7895346885873,0,-1.0585037259818193,-0.7389676093338408,-0.1588205477900497,0,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-0.5594522519579135,0.1760381739612992,1.5102545116628927,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1996,0,0.6610517386229361,1.0824767389148926,0.0054582831605921,-1.5112533723774584,1.048407325189002,1.3554041209098242,0.1920906242902285,1.2031514590330834,0.6887617189580283,-1.076908596736825,0.0,1.1019718160022371,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.47534034
10,-0.6124734283092464,6,13,1,7,11,1.037294615446847,1,1,0.0848130956611457,0,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,0,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,-1.1479877769402458,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1995,1,-0.0566381527411945,-0.7472268367651864,-0.5750018984692733,-0.5087355404970364,-0.7158305644550107,-0.6526273143290232,-0.4417260045052406,-0.5427388260951376,-0.0096013601012034,-0.6385150360533315,0.0,-1.564317559190337,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.5837351
8,1.7175447290580024,1,6,1,7,7,-1.3454080465806195,0,2,-0.9528435261199916,0,-0.2188449238500402,-0.7389676093338408,2.0180797605855654,0,-0.1752981807308278,0.4575525162587854,0.1031245422354971,0.0697648264854939,0.617618798006751,1.9301633064221928,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,2,2.3500957641334157,1995,1,0.01047583724948,0.7946585175703746,0.0054582831605921,1.9975590392040183,-0.2439156288739887,-0.2115646135162895,-0.6340588033777583,-0.9484484623109328,-0.707964439160435,-1.775018619362624,0.0,1.76366232267772,-0.3012553020621949,1.9076134749144256,-0.134501245246764,0.9944641294112188,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.3897303
2,0.1641992908131698,0,17,1,2,3,0.2430603947710248,1,1,-0.9528435261199916,1,-0.2188449238500402,-0.7389676093338408,-0.1588205477900497,0,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,-0.5594522519579135,-0.7010243922691474,-0.6389556187559534,-0.168963188983844,-0.075326199904784,1,1.4824066084522516,3,-0.2577393454619548,1996,1,-0.5927217258120792,-0.1865020835158159,-0.5750018984692733,-0.0074766245568254,0.7140724548130679,0.3047167457808471,-0.7353923209570719,-1.1929688845065312,-0.0096013601012034,-0.2220375769966875,0.0,0.7729102779639535,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.53941405
0,0.9408720099355862,2,9,1,6,1,1.037294615446847,0,2,-1.1010801863744395,0,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,0,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,1.7946898479714153,-1.578086958499594,-1.3553589955622354,5.918448900106985,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1995,1,1.303096090449818,1.027594616160459,0.0054582831605921,-0.5087355404970364,2.106338016305436,2.9789144812301718,1.1073889892435655,-0.895847419798414,0.6887617189580283,-0.2100634384065549,0.0,-0.3122361610952502,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.0064259479676072,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.3966795
7,-0.6124734283092464,4,9,1,2,8,0.2430603947710248,1,1,0.4554047462972662,1,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,0,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,0.617618798006751,-0.7010243922691474,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1996,0,-2.190996055640082,-1.7262571127871698,-0.5750018984692733,-0.5087355404970364,1.4525195669137143,-0.2605342358564562,-0.3530361644248535,-0.6441660988486265,-0.707964439160435,-1.775018619362624,0.0,0.5283938991316162,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-1.0073160253464333,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.42701006
